# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 0)               |  __probe_kernel_read() {
 0)   9.444 us    |          }
 0)   1.197 us    |          _raw_spin_lock_irqsave();
 0)   1.177 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.797 us    |              of_match_device();
 0)   7.191 us    |            }
 0)   9.660 us    |          }
 0)   1.235 us    |          _raw_spin_lock_irqsave();
 0)   1.207 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.771 us    |              of_match_device();
 0)   7.290 us    |            }
 0)   9.578 us    |          }
 0)   1.197 us    |          _raw_spin_lock_irqsave();
 0)   1.177 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   8.819 us    |              of_match_device();
 0) + 11.240 us   |            }
 0) + 13.540 us   |          }
 0)   1.233 us    |          _raw_spin_lock_irqsave();
 0)   1.178 us    |          _raw_spin_unlock_irqrestore();
 0) ! 134.053 us  |        }
 0)   ==========> |
 0)               |        gic_handle_irq() {
 0)               |          __handle_domain_irq() {
 0)               |            irq_enter() {
 0)   1.333 us    |              rcu_irq_enter();
 0)   3.778 us    |            }
 0)   1.245 us    |            irq_find_mapping();
 0)               |            generic_handle_irq() {
 0) + 50.720 us   |              handle_percpu_devid_irq();
 0) + 53.913 us   |            }
 0)               |            irq_exit() {
 0)   1.340 us    |              ksoftirqd_running();
 0) + 12.875 us   |              __do_softirq();
 0)   1.630 us    |              idle_cpu();
 0)   1.410 us    |              rcu_irq_exit();
 0) + 25.139 us   |            }
 0) + 90.270 us   |          }
 0) + 92.772 us   |        }
 0)   <========== |
 0)               |        __pm_runtime_idle() {
 0)   1.190 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.300 us    |            rpm_check_suspend_allowed();
 0)   4.468 us    |          }
 0)   1.156 us    |          _raw_spin_unlock_irqrestore();
 0) + 11.663 us   |        }
 0)               |        __pm_runtime_idle() {
 0)   2.552 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.201 us    |            rpm_check_suspend_allowed();
 0)   3.477 us    |          }
 0)   1.315 us    |          _raw_spin_unlock_irqrestore();
 0) + 11.885 us   |        }
 0)   1.191 us    |        mutex_unlock();
 0) ! 272.419 us  |      }
 0) ! 274.887 us  |    }
 0)   1.210 us    |    mutex_lock();
 0)   1.180 us    |    mutex_unlock();
 0) ! 284.186 us  |  }
 0)               |  bus_probe_device() {
 0)               |    device_initial_probe() {
 0)               |      __device_attach() {
 0)   1.390 us    |        mutex_lock();
 0)               |        __pm_runtime_resume() {
 0)   1.191 us    |          _raw_spin_lock_irqsave();
 0)   1.461 us    |          rpm_resume();
 0)   1.183 us    |          _raw_spin_unlock_irqrestore();
 0)   8.975 us    |        }
 0)               |        bus_for_each_drv() {
 0)   1.170 us    |          _raw_spin_lock_irqsave();
 0)   1.193 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   5.093 us    |              of_match_device();
 0)   8.051 us    |            }
 0) + 10.483 us   |          }
 0)   1.195 us    |          _raw_spin_lock_irqsave();
 0)   1.230 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   6.447 us    |              of_match_device();
 0)   8.838 us    |            }
 0) + 11.187 us   |          }
 0)   1.167 us    |          _raw_spin_lock_irqsave();
 0)   1.183 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   1.148 us    |              of_match_device();
 0)   3.538 us    |            }
 0)   5.958 us    |          }
 0)   1.195 us    |          _raw_spin_lock_irqsave();
 0)   1.187 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.885 us    |              of_match_device();
 0)   7.229 us    |            }
 0)   9.555 us    |          }
 0)   1.198 us    |          _raw_spin_lock_irqsave();
 0)   1.178 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.796 us    |              of_match_device();
 0)   7.198 us    |            }
 0)   9.550 us    |          }
 0)   1.199 us    |          _raw_spin_lock_irqsave();
 0)   1.158 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   5.464 us    |              of_match_device();
 0)   7.882 us    |            }
 0) + 10.165 us   |          }
 0)   1.218 us    |          _raw_spin_lock_irqsave();
 0)   1.178 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.830 us    |              of_match_device();
 0)   7.203 us    |            }
 0)   9.533 us    |          }
 0)   1.293 us    |          _raw_spin_lock_irqsave();
 0)   1.176 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   8.730 us    |              of_match_device();
 0) + 11.200 us   |            }
 0) + 13.590 us   |          }
 0)   1.295 us    |          _raw_spin_lock_irqsave();
 0)   1.149 us    |          _raw_spin_unlock_irqrestore();
 0) ! 134.633 us  |        }
 0)               |        __pm_runtime_idle() {
 0)   1.360 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.464 us    |            rpm_check_suspend_allowed();
 0)   4.697 us    |          }
 0)   1.161 us    |          _raw_spin_unlock_irqrestore();
 0) + 11.965 us   |        }
 0)               |        __pm_runtime_idle() {
 0)   1.172 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.189 us    |            rpm_check_suspend_allowed();
 0)   3.456 us    |          }
 0)   1.317 us    |          _raw_spin_unlock_irqrestore();
 0) + 10.474 us   |        }
 0)   1.270 us    |        mutex_unlock();
 0) ! 179.433 us  |      }
 0) ! 182.167 us  |    }
 0)   1.295 us    |    mutex_lock();
 0)   1.187 us    |    mutex_unlock();
 0) ! 191.157 us  |  }
 0)               |  bus_probe_device() {
 0)               |    device_initial_probe() {
 0)               |      __device_attach() {
 0)   1.211 us    |        mutex_lock();
 0)               |        __pm_runtime_resume() {
 0)   1.177 us    |          _raw_spin_lock_irqsave();
 0)   1.308 us    |          rpm_resume();
 0)   1.150 us    |          _raw_spin_unlock_irqrestore();
 0)   8.311 us    |        }
 0)               |        bus_for_each_drv() {
 0)   1.170 us    |          _raw_spin_lock_irqsave();
 0)   1.193 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   5.258 us    |              of_match_device();
 0)   7.962 us    |            }
 0) + 10.489 us   |          }
 0)   1.174 us    |          _raw_spin_lock_irqsave();
 0)   1.176 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   6.378 us    |              of_match_device();
 0)   8.757 us    |            }
 0) + 11.215 us   |          }
 0)   1.200 us    |          _raw_spin_lock_irqsave();
 0)   1.215 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   1.148 us    |              of_match_device();
 0)   3.683 us    |            }
 0)   5.968 us    |          }
 0)   1.195 us    |          _raw_spin_lock_irqsave();
 0)   1.179 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.934 us    |              of_match_device();
 0)   7.296 us    |            }
 0)   9.588 us    |          }
 0)   1.193 us    |          _raw_spin_lock_irqsave();
 0)   1.177 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.776 us    |              of_match_device();
 0)   7.237 us    |            }
 0)   9.572 us    |          }
 0)   1.195 us    |          _raw_spin_lock_irqsave();
 0)   1.218 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.790 us    |              of_match_device();
 0)   7.199 us    |            }
 0)   9.523 us    |          }
 0)   1.175 us    |          _raw_spin_lock_irqsave();
 0)   1.177 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.780 us    |              of_match_device();
 0)   7.177 us    |            }
 0)   9.585 us    |          }
 0)   1.187 us    |          _raw_spin_lock_irqsave();
 0)   1.180 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   8.757 us    |              of_match_device();
 0) + 11.189 us   |            }
 0) + 13.527 us   |          }
 0)   1.225 us    |          _raw_spin_lock_irqsave();
 0)   1.183 us    |          _raw_spin_unlock_irqrestore();
 0) ! 133.072 us  |        }
 0)               |        __pm_runtime_idle() {
 0)   1.206 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.442 us    |            rpm_check_suspend_allowed();
 0)   3.728 us    |          }
 0)   1.156 us    |          _raw_spin_unlock_irqrestore();
 0) + 10.659 us   |        }
 0)               |        __pm_runtime_idle() {
 0)   1.164 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.193 us    |            rpm_check_suspend_allowed();
 0)   3.537 us    |          }
 0)   1.153 us    |          _raw_spin_unlock_irqrestore();
 0) + 10.450 us   |        }
 0)   1.223 us    |        mutex_unlock();
 0) ! 173.870 us  |      }
 0) ! 176.390 us  |    }
 0)   1.316 us    |    mutex_lock();
 0)   2.358 us    |    mutex_unlock();
 0) ! 185.652 us  |  }
 0)               |  bus_probe_device() {
 0)               |    device_initial_probe() {
 0)               |      __device_attach() {
 0)   1.265 us    |        mutex_lock();
 0)               |        __pm_runtime_resume() {
 0)   1.182 us    |          _raw_spin_lock_irqsave();
 0)   1.314 us    |          rpm_resume();
 0)   1.192 us    |          _raw_spin_unlock_irqrestore();
 0)   8.262 us    |        }
 0)               |        bus_for_each_drv() {
 0)   1.188 us    |          _raw_spin_lock_irqsave();
 0)   1.219 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   5.043 us    |              of_match_device();
 0)   7.844 us    |            }
 0) + 10.199 us   |          }
 0)   1.195 us    |          _raw_spin_lock_irqsave();
 0)   1.177 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   6.316 us    |              of_match_device();
 0)   8.724 us    |            }
 0) + 11.100 us   |          }
 0)   1.207 us    |          _raw_spin_lock_irqsave();
 0)   1.295 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   1.148 us    |              of_match_device();
