# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 0)               |  __probe_kernel_read() {
 0)   9.460 us    |          }
 0)   1.186 us    |          _raw_spin_lock_irqsave();
 0)   1.177 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.798 us    |              of_match_device();
 0)   7.157 us    |            }
 0)   9.598 us    |          }
 0)   1.238 us    |          _raw_spin_lock_irqsave();
 0)   1.205 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.902 us    |              of_match_device();
 0)   7.430 us    |            }
 0)   9.710 us    |          }
 0)   1.196 us    |          _raw_spin_lock_irqsave();
 0)   1.176 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   8.845 us    |              of_match_device();
 0) + 11.282 us   |            }
 0) + 13.570 us   |          }
 0)               |          _raw_spin_lock_irqsave() {
 0)   ==========> |
 0)               |            gic_handle_irq() {
 0) + 70.662 us   |              __handle_domain_irq();
 0) + 74.840 us   |            }
 0)   <========== |
 0) + 78.425 us   |          }
 0)   1.541 us    |          _raw_spin_unlock_irqrestore();
 0) ! 212.139 us  |        }
 0)               |        __pm_runtime_idle() {
 0)   1.177 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.320 us    |            rpm_check_suspend_allowed();
 0)   4.021 us    |          }
 0)   1.190 us    |          _raw_spin_unlock_irqrestore();
 0) + 11.197 us   |        }
 0)               |        __pm_runtime_idle() {
 0)   1.177 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.228 us    |            rpm_check_suspend_allowed();
 0)   3.475 us    |          }
 0)   1.177 us    |          _raw_spin_unlock_irqrestore();
 0) + 10.379 us   |        }
 0)   1.222 us    |        mutex_unlock();
 0) ! 254.278 us  |      }
 0) ! 257.314 us  |    }
 0)   1.327 us    |    mutex_lock();
 0)   1.173 us    |    mutex_unlock();
 0) ! 266.849 us  |  }
 0)               |  bus_probe_device() {
 0)               |    device_initial_probe() {
 0)               |      __device_attach() {
 0)   1.463 us    |        mutex_lock();
 0)               |        __pm_runtime_resume() {
 0)   1.213 us    |          _raw_spin_lock_irqsave();
 0)   1.645 us    |          rpm_resume();
 0)   1.147 us    |          _raw_spin_unlock_irqrestore();
 0)   8.915 us    |        }
 0)               |        bus_for_each_drv() {
 0)   1.246 us    |          _raw_spin_lock_irqsave();
 0)   1.228 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   5.185 us    |              of_match_device();
 0)   7.884 us    |            }
 0) + 10.237 us   |          }
 0)   1.172 us    |          _raw_spin_lock_irqsave();
 0)   1.179 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   6.563 us    |              of_match_device();
 0)   8.955 us    |            }
 0) + 11.273 us   |          }
 0)   1.167 us    |          _raw_spin_lock_irqsave();
 0)   1.183 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   1.145 us    |              of_match_device();
 0)   3.636 us    |            }
 0)   5.988 us    |          }
 0)   1.195 us    |          _raw_spin_lock_irqsave();
 0)   1.215 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.825 us    |              of_match_device();
 0)   7.212 us    |            }
 0)   9.578 us    |          }
 0)   1.187 us    |          _raw_spin_lock_irqsave();
 0)   1.179 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.807 us    |              of_match_device();
 0)   7.198 us    |            }
 0)   9.587 us    |          }
 0)   1.198 us    |          _raw_spin_lock_irqsave();
 0)   1.178 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.865 us    |              of_match_device();
 0)   7.205 us    |            }
 0)   9.540 us    |          }
 0)   1.205 us    |          _raw_spin_lock_irqsave();
 0)   1.178 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.785 us    |              of_match_device();
 0)   7.185 us    |            }
 0)   9.547 us    |          }
 0)   1.181 us    |          _raw_spin_lock_irqsave();
 0)   1.181 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   8.877 us    |              of_match_device();
 0) + 11.327 us   |            }
 0) + 13.643 us   |          }
 0)   1.215 us    |          _raw_spin_lock_irqsave();
 0)   1.160 us    |          _raw_spin_unlock_irqrestore();
 0) ! 134.247 us  |        }
 0)               |        __pm_runtime_idle() {
 0)   1.191 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.425 us    |            rpm_check_suspend_allowed();
 0)   4.053 us    |          }
 0)   1.153 us    |          _raw_spin_unlock_irqrestore();
 0) + 11.180 us   |        }
 0)               |        __pm_runtime_idle() {
 0)   1.215 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.205 us    |            rpm_check_suspend_allowed();
 0)   3.521 us    |          }
 0)   1.188 us    |          _raw_spin_unlock_irqrestore();
 0) + 10.555 us   |        }
 0)   1.308 us    |        mutex_unlock();
 0) ! 176.773 us  |      }
 0) ! 181.894 us  |    }
 0)   1.200 us    |    mutex_lock();
 0)   1.218 us    |    mutex_unlock();
 0) ! 191.045 us  |  }
 0)               |  bus_probe_device() {
 0)               |    device_initial_probe() {
 0)               |      __device_attach() {
 0)   1.232 us    |        mutex_lock();
 0)               |        __pm_runtime_resume() {
 0)   1.187 us    |          _raw_spin_lock_irqsave();
 0)   1.443 us    |          rpm_resume();
 0)   2.490 us    |          _raw_spin_unlock_irqrestore();
 0)   9.760 us    |        }
 0)               |        bus_for_each_drv() {
 0)   1.177 us    |          _raw_spin_lock_irqsave();
 0)   1.303 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   5.220 us    |              of_match_device();
 0)   7.708 us    |            }
 0) + 10.382 us   |          }
 0)   1.243 us    |          _raw_spin_lock_irqsave();
 0)   1.166 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   6.443 us    |              of_match_device();
 0)   8.871 us    |            }
 0) + 11.200 us   |          }
 0)   1.207 us    |          _raw_spin_lock_irqsave();
 0)   1.183 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   1.145 us    |              of_match_device();
 0)   3.481 us    |            }
 0)   5.760 us    |          }
 0)   1.185 us    |          _raw_spin_lock_irqsave();
 0)   1.176 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.802 us    |              of_match_device();
 0)   7.161 us    |            }
 0)   9.595 us    |          }
 0)   1.248 us    |          _raw_spin_lock_irqsave();
 0)   1.205 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.795 us    |              of_match_device();
 0)   7.338 us    |            }
 0)   9.631 us    |          }
 0)   1.192 us    |          _raw_spin_lock_irqsave();
 0)   1.176 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.893 us    |              of_match_device();
 0)   7.272 us    |            }
 0)   9.560 us    |          }
 0)   1.197 us    |          _raw_spin_lock_irqsave();
 0)   1.176 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.771 us    |              of_match_device();
 0)   7.278 us    |            }
 0)   9.610 us    |          }
 0)   1.189 us    |          _raw_spin_lock_irqsave();
 0)   1.203 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   8.693 us    |              of_match_device();
 0) + 11.128 us   |            }
 0) + 13.478 us   |          }
 0)   1.305 us    |          _raw_spin_lock_irqsave();
 0)   1.179 us    |          _raw_spin_unlock_irqrestore();
 0) ! 133.257 us  |        }
 0)               |        __pm_runtime_idle() {
 0)   1.173 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.347 us    |            rpm_check_suspend_allowed();
 0)   3.656 us    |          }
 0)   1.157 us    |          _raw_spin_unlock_irqrestore();
 0) + 10.611 us   |        }
 0)               |        __pm_runtime_idle() {
 0)   1.177 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.194 us    |            rpm_check_suspend_allowed();
 0)   3.584 us    |          }
 0)   1.180 us    |          _raw_spin_unlock_irqrestore();
 0) + 10.593 us   |        }
 0)   1.213 us    |        mutex_unlock();
 0) ! 175.726 us  |      }
 0) ! 178.185 us  |    }
 0)   1.209 us    |    mutex_lock();
 0)   1.189 us    |    mutex_unlock();
 0) ! 187.572 us  |  }
 0)               |  bus_probe_device() {
 0)               |    device_initial_probe() {
 0)               |      __device_attach() {
 0)   1.185 us    |        mutex_lock();
 0)               |        __pm_runtime_resume() {
 0)   1.210 us    |          _raw_spin_lock_irqsave();
 0)   1.322 us    |          rpm_resume();
 0)   1.188 us    |          _raw_spin_unlock_irqrestore();
 0)   8.421 us    |        }
 0)               |        bus_for_each_drv() {
 0)   1.182 us    |          _raw_spin_lock_irqsave();
 0)   1.340 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   5.168 us    |              of_match_device();
 0)   7.620 us    |            }
 0) + 11.567 us   |          }
 0)   1.347 us    |          _raw_spin_lock_irqsave();
 0)   1.178 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   6.342 us    |              of_match_device();
 0)   8.775 us    |            }
 0) + 11.210 us   |          }
 0)   1.194 us    |          _raw_spin_lock_irqsave();
 0)   1.185 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   1.167 us    |              of_match_device();
 0)   3.538 us    |            }
 0)   5.815 us    |          }
 0)   1.178 us    |          _raw_spin_lock_irqsave();
 0)   1.160 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.933 us    |              of_match_device();
 0)   7.287 us    |            }
 0)   9.620 us    |          }
 0)   1.192 us    |          _raw_spin_lock_irqsave();
 0)   1.297 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
