# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 0)               |  __probe_kernel_read() {
 0)   9.641 us    |          }
 0)   1.192 us    |          _raw_spin_lock_irqsave();
 0)   1.177 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.779 us    |              of_match_device();
 0)   7.163 us    |            }
 0)   9.588 us    |          }
 0)   1.245 us    |          _raw_spin_lock_irqsave();
 0)   1.207 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.892 us    |              of_match_device();
 0)   7.474 us    |            }
 0)   9.767 us    |          }
 0)   1.192 us    |          _raw_spin_lock_irqsave();
 0)   1.176 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   8.804 us    |              of_match_device();
 0) + 11.228 us   |            }
 0) + 13.915 us   |          }
 0)   1.197 us    |          _raw_spin_lock_irqsave();
 0)   1.183 us    |          _raw_spin_unlock_irqrestore();
 0) ! 135.287 us  |        }
 0)               |        __pm_runtime_idle() {
 0)   1.320 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.210 us    |            rpm_check_suspend_allowed();
 0)   3.702 us    |          }
 0)   1.248 us    |          _raw_spin_unlock_irqrestore();
 0) + 11.209 us   |        }
 0)               |        __pm_runtime_idle() {
 0)   1.177 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.208 us    |            rpm_check_suspend_allowed();
 0)   3.440 us    |          }
 0)   1.177 us    |          _raw_spin_unlock_irqrestore();
 0) + 10.428 us   |        }
 0)   1.210 us    |        mutex_unlock();
 0) ! 177.458 us  |      }
 0) ! 180.288 us  |    }
 0)   1.189 us    |    mutex_lock();
 0)   1.188 us    |    mutex_unlock();
 0) ! 189.233 us  |  }
 0)               |  bus_probe_device() {
 0)               |    device_initial_probe() {
 0)               |      __device_attach() {
 0)   1.365 us    |        mutex_lock();
 0)               |        __pm_runtime_resume() {
 0)   2.904 us    |          _raw_spin_lock_irqsave();
 0)   1.536 us    |          rpm_resume();
 0)   1.175 us    |          _raw_spin_unlock_irqrestore();
 0) + 10.225 us   |        }
 0)               |        bus_for_each_drv() {
 0)   1.185 us    |          _raw_spin_lock_irqsave();
 0)   1.198 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   5.345 us    |              of_match_device();
 0)   7.858 us    |            }
 0) + 10.296 us   |          }
 0)   1.185 us    |          _raw_spin_lock_irqsave();
 0)   1.159 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   6.413 us    |              of_match_device();
 0)   9.056 us    |            }
 0) + 11.383 us   |          }
 0)   1.197 us    |          _raw_spin_lock_irqsave();
 0)   1.185 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   1.207 us    |              of_match_device();
 0)   3.522 us    |            }
 0)   5.844 us    |          }
 0)   1.288 us    |          _raw_spin_lock_irqsave();
 0)   1.183 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.823 us    |              of_match_device();
 0)   7.450 us    |            }
 0)   9.795 us    |          }
 0)   1.200 us    |          _raw_spin_lock_irqsave();
 0)   1.179 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   5.038 us    |              of_match_device();
 0)   7.453 us    |            }
 0)   9.723 us    |          }
 0)   1.195 us    |          _raw_spin_lock_irqsave();
 0)   1.178 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.808 us    |              of_match_device();
 0)   7.200 us    |            }
 0)   9.537 us    |          }
 0)   1.187 us    |          _raw_spin_lock_irqsave();
 0)   1.290 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.801 us    |              of_match_device();
 0)   7.142 us    |            }
 0)   9.496 us    |          }
 0)   1.213 us    |          _raw_spin_lock_irqsave();
 0)   1.177 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   8.861 us    |              of_match_device();
 0) + 11.264 us   |            }
 0) + 13.580 us   |          }
 0)   1.205 us    |          _raw_spin_lock_irqsave();
 0)   1.183 us    |          _raw_spin_unlock_irqrestore();
 0) ! 133.918 us  |        }
 0)               |        __pm_runtime_idle() {
 0)   1.220 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.208 us    |            rpm_check_suspend_allowed();
 0)   3.652 us    |          }
 0)   1.180 us    |          _raw_spin_unlock_irqrestore();
 0) + 10.980 us   |        }
 0)               |        __pm_runtime_idle() {
 0)   1.172 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.188 us    |            rpm_check_suspend_allowed();
 0)   3.485 us    |          }
 0)   1.223 us    |          _raw_spin_unlock_irqrestore();
 0) + 10.370 us   |        }
 0)   1.192 us    |        mutex_unlock();
 0) ! 177.508 us  |      }
 0) ! 180.085 us  |    }
 0)   1.155 us    |    mutex_lock();
 0)   1.187 us    |    mutex_unlock();
 0) ! 189.653 us  |  }
 0)               |  bus_probe_device() {
 0)               |    device_initial_probe() {
 0)               |      __device_attach() {
 0)   1.367 us    |        mutex_lock();
 0)               |        __pm_runtime_resume() {
 0)   1.198 us    |          _raw_spin_lock_irqsave();
 0)   1.328 us    |          rpm_resume();
 0)   1.150 us    |          _raw_spin_unlock_irqrestore();
 0)   8.303 us    |        }
 0)               |        bus_for_each_drv() {
 0)   2.353 us    |          _raw_spin_lock_irqsave();
 0)   1.200 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   5.120 us    |              of_match_device();
 0)   7.870 us    |            }
 0) + 10.387 us   |          }
 0)   1.215 us    |          _raw_spin_lock_irqsave();
 0)   1.217 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   6.398 us    |              of_match_device();
 0)   8.795 us    |            }
 0) + 11.185 us   |          }
 0)   1.193 us    |          _raw_spin_lock_irqsave();
 0)   1.185 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   1.156 us    |              of_match_device();
 0)   3.543 us    |            }
 0)   5.933 us    |          }
 0)   1.178 us    |          _raw_spin_lock_irqsave();
 0)   1.180 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.851 us    |              of_match_device();
 0)   7.207 us    |            }
 0)   9.535 us    |          }
 0)   1.189 us    |          _raw_spin_lock_irqsave();
 0)   1.176 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.778 us    |              of_match_device();
 0)   7.158 us    |            }
 0)   9.504 us    |          }
 0)   1.192 us    |          _raw_spin_lock_irqsave();
 0)   1.177 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.776 us    |              of_match_device();
 0)   7.217 us    |            }
 0)   9.490 us    |          }
 0)   1.175 us    |          _raw_spin_lock_irqsave();
 0)   1.177 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.830 us    |              of_match_device();
 0)   7.208 us    |            }
 0)   9.651 us    |          }
 0)   1.308 us    |          _raw_spin_lock_irqsave();
 0)   1.177 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   8.681 us    |              of_match_device();
 0) + 11.140 us   |            }
 0) + 13.516 us   |          }
 0)   1.205 us    |          _raw_spin_lock_irqsave();
 0)   1.183 us    |          _raw_spin_unlock_irqrestore();
 0) ! 134.187 us  |        }
 0)               |        __pm_runtime_idle() {
 0)   1.172 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.257 us    |            rpm_check_suspend_allowed();
 0)   3.555 us    |          }
 0)   1.195 us    |          _raw_spin_unlock_irqrestore();
 0) + 10.571 us   |        }
 0)               |        __pm_runtime_idle() {
 0)   1.192 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.167 us    |            rpm_check_suspend_allowed();
 0)   3.417 us    |          }
 0)   1.312 us    |          _raw_spin_unlock_irqrestore();
 0) + 10.475 us   |        }
 0)   1.158 us    |        mutex_unlock();
 0) ! 175.050 us  |      }
 0) ! 177.513 us  |    }
 0)   1.219 us    |    mutex_lock();
 0)   1.193 us    |    mutex_unlock();
 0) ! 186.426 us  |  }
 0)               |  bus_probe_device() {
 0)               |    device_initial_probe() {
 0)               |      __device_attach() {
 0)   1.220 us    |        mutex_lock();
 0)               |        __pm_runtime_resume() {
 0)   1.200 us    |          _raw_spin_lock_irqsave();
 0)   1.431 us    |          rpm_resume();
 0)   1.170 us    |          _raw_spin_unlock_irqrestore();
 0)   8.435 us    |        }
 0)               |        bus_for_each_drv() {
 0)   1.177 us    |          _raw_spin_lock_irqsave();
 0)   1.199 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   5.145 us    |              of_match_device();
 0)   7.815 us    |            }
 0) + 11.726 us   |          }
 0)   1.196 us    |          _raw_spin_lock_irqsave();
 0)   1.179 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   6.335 us    |              of_match_device();
 0)   8.752 us    |            }
 0) + 11.075 us   |          }
 0)   1.207 us    |          _raw_spin_lock_irqsave();
 0)   1.183 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   1.150 us    |              of_match_device();
 0)   3.512 us    |            }
 0)   5.960 us    |          }
 0)   1.212 us    |          _raw_spin_lock_irqsave();
 0)   1.208 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.785 us    |              of_match_device();
 0)   7.296 us    |            }
 0)   9.622 us    |          }
 0)   1.192 us    |          _raw_spin_lock_irqsave();
 0)   1.177 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.888 us    |              of_match_device();
 0)   7.272 us    |            }
 0)   9.595 us    |          }
 0)   1.187 us    |          _raw_spin_lock_irqsave();
